Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
28,3.189644,0.586371,-1.938881,0.762662,-2.850861,1.997823,-2.034619,-0.184374,2.41208,2.506095,2.051514,-0.647501,-0.133029,-2.681725,-2.425867,-4.917718,1.076715,-0.207089,4.567342,4.719477,-2.707391,3.649961,-0.380719,4.85114,1.420283,-2.641562,-0.815132,1.74541,453.17
29,-3.533288,0.59632,-2.484766,3.631849,0.551776,-3.784759,1.319665,3.412483,-3.326861,-1.471755,-2.918,4.446462,-2.058232,0.338043,-4.05451,-1.499896,-4.862642,-2.661803,2.180209,0.118483,1.896001,-4.634968,3.91055,1.386901,2.214498,1.280014,-4.954204,3.271152,372.13
30,-1.745883,-0.584049,-0.262009,-1.552542,4.549727,-3.565435,-2.276079,1.336022,-0.688176,2.271259,0.915013,4.479718,-1.702067,-2.353296,3.902449,-1.476102,1.38859,-3.55435,4.599237,0.177359,-3.82534,2.442264,0.40353,3.98773,-4.001001,-0.990938,3.054473,-3.015941,67.21
31,-3.056593,0.352578,2.621926,-2.712579,-1.933507,-0.362688,2.687908,-4.656531,0.024744,0.190466,2.600767,4.363856,4.8221,-0.445409,2.65395,-4.068548,3.246881,1.707133,3.518696,-3.92808,1.446656,-0.335198,-3.215841,-4.812558,-1.225338,-0.585691,3.380367,-3.29064,76.18
32,-4.582169,-3.640785,-3.709287,3.195678,0.419642,-0.154786,2.057521,-3.720004,2.629749,-3.056124,2.269239,-4.719771,-1.820654,0.266813,2.00179,0.326844,2.932061,4.642044,-0.534686,-2.893998,1.794914,-4.868537,-1.197924,-3.449133,-2.802771,-4.84435,-3.092543,-2.201922,328.47
33,1.917977,4.32207,2.02545,-2.879705,3.761074,2.619776,0.096209,2.682604,2.527623,2.180998,-3.393255,0.76417,-0.104626,-1.595628,1.743392,4.131223,1.431391,4.656808,4.552454,-1.897048,2.306448,1.802087,3.290835,-0.749432,-4.230035,-0.993284,-4.754854,-3.477636,168.9
34,-1.497729,0.87841,-4.475367,-3.597922,3.058214,-2.97989,-2.41173,-2.973789,-4.294242,4.187192,2.591857,1.70892,-4.326271,-2.486051,-3.505152,4.071762,-1.044616,2.260078,3.842056,2.648618,-0.544937,-0.819097,2.30245,0.47204,-4.888928,-4.519954,-3.957067,-4.793656,214.67
35,3.679094,-3.342575,3.803518,0.283662,-4.504702,2.83556,1.14566,0.14479,1.860804,1.034472,2.798923,4.00059,2.669744,-0.136645,1.525722,-1.834165,0.12088,-1.261704,-0.84898,-3.866287,1.567483,-0.15814,-4.186161,-4.28292,-3.941388,0.143734,3.319087,1.676524,172.62
36,2.797002,-4.759365,-2.047449,-1.070777,-4.903083,2.034624,3.194568,0.594158,-2.720188,-3.906661,3.803935,3.790961,-2.148016,-4.029175,-0.806932,1.785856,-3.832881,0.086677,0.810314,0.933035,-0.981925,4.157545,-2.061658,2.099336,-0.195929,2.572518,0.805001,-4.831694,236.49
37,-1.813466,-3.857928,4.968389,3.318133,4.944189,0.841667,-3.886108,-3.807563,-3.662203,-3.992594,-0.542748,3.915645,4.13532,1.674572,-1.665859,3.213915,-0.575835,4.170652,0.02865,2.099065,1.515262,-4.067107,2.773327,-4.247164,-1.140754,-4.822224,-4.275777,-3.334806,140.03
38,4.182224,-4.647493,-4.694636,2.823665,-1.345084,-3.036431,0.681475,-3.004659,-3.764851,1.235088,-1.992093,-1.709002,-3.622303,-2.13086,1.093588,-4.925921,4.132143,4.507896,-4.138543,-4.600129,2.856894,-2.239329,2.355702,-0.701606,3.316637,-4.347242,2.467832,-1.125133,395.66
39,-2.709596,4.994173,-4.490006,-2.419256,-2.584577,1.643527,4.574617,1.428338,2.359981,3.242372,1.557388,-0.451501,0.10573,-2.619531,-1.802668,-2.106105,-2.809947,-2.301299,2.582769,-1.067524,0.496632,4.671695,4.483041,-0.748622,-2.982991,-1.230456,-1.890234,1.058514,494.07
40,2.006038,-3.663156,1.394652,3.798821,1.782015,-3.619077,-2.830812,-4.855259,-3.451021,3.161801,-0.337913,4.743037,1.633269,-2.105235,-2.831369,-1.853608,1.524928,1.548105,-3.886236,-3.340082,2.316781,0.248958,4.083729,-4.755218,-2.241092,3.817345,2.059118,-1.315117,75.72
41,1.060378,2.990154,-2.405221,-4.741858,-4.504297,-0.545201,0.02486,-3.019772,-1.284022,-3.870072,2.081287,-4.155806,1.022209,-1.707783,-1.515531,0.343006,-3.217784,4.302522,-2.804214,-2.244834,2.99575,-1.331441,0.414615,4.348699,1.938538,-1.891459,-4.708685,1.537834,302.54
42,-3.588719,-0.620645,-1.752561,4.906699,2.814899,4.47917,4.90862,0.690287,-3.835922,-1.806385,0.38314,1.224845,2.629388,3.936131,0.029227,0.587085,0.008397,-2.903479,-2.497829,-0.168513,2.875949,4.046987,4.690306,-1.734222,0.360105,-2.336724,-0.344493,-2.800772,182.7
43,3.455316,-2.082434,-1.34067,-1.926132,0.955521,-0.358318,-0.07286,1.391184,4.676679,4.146376,-2.495548,-1.233727,-0.999401,-4.730584,3.332685,0.29606,-0.381582,2.354715,4.845484,4.812641,-1.336111,-1.000882,-3.835875,4.957549,0.337246,0.104394,-1.334127,3.771787,85.31
44,-4.420656,-4.864126,4.16358,2.508705,4.579802,2.35231,0.74587,2.991473,0.701785,-3.535881,4.420049,-3.009126,3.694673,-2.34011,-1.358799,4.874508,-0.099249,3.525809,0.923612,1.273506,-4.607007,-4.799892,2.142678,-2.600058,-3.852727,3.355176,0.479203,3.895437,473.82
45,-3.930075,4.169254,-3.704181,-3.987817,2.801818,2.765375,-4.843073,4.55186,4.752103,0.357855,0.919936,-0.573705,1.384865,-4.356553,4.251312,-2.807896,1.213638,2.184421,-1.42763,0.838903,-0.409932,2.950828,4.185261,1.267092,4.569179,1.573505,4.076451,3.224514,453.25
46,-4.712979,-2.256049,0.739762,0.604698,-4.25146,4.587024,1.42105,-2.868188,-0.076106,1.858241,0.561845,-2.450509,-4.911684,3.312079,-1.777975,2.920194,-2.783814,0.294452,-4.958081,-4.822951,2.226708,2.778269,-0.752964,1.512061,-1.507559,2.737301,2.916892,-4.434435,290.94
47,4.562845,-1.479005,2.228981,-2.377298,3.524431,-3.156517,2.060706,-4.697708,4.839373,-0.074575,-1.221827,-2.276287,-2.125987,-1.275503,3.868053,-2.712227,-0.962216,-3.147277,-2.391438,-0.266803,-3.880421,3.456887,1.60459,-3.188589,-2.705259,3.928043,-4.014683,-2.287652,316.93
48,4.594514,-3.225947,-0.082859,2.556381,-0.052638,-1.420405,0.871391,-1.461273,-0.378278,4.329514,4.752524,-1.413698,0.571746,4.824797,3.707852,4.415172,0.406967,-3.287485,3.431323,4.683362,-4.800663,-4.17866,2.134932,4.780422,0.645336,2.197386,-3.196716,2.149883,117.05
49,-2.470767,3.919469,-0.611392,-0.060689,0.291618,-0.942791,-0.29901,1.590505,1.881921,-1.390067,4.447352,4.298347,3.347343,0.435763,-4.518603,-0.660341,2.404435,0.521195,3.188176,0.562072,0.747299,-4.339484,2.128944,2.053653,-2.103721,-2.220133,-3.221446,-1.861422,85.7
50,-2.918236,-4.047238,-4.985612,-3.613003,3.696735,0.961001,2.569948,-2.91559,-2.112438,3.031956,-4.039014,3.857753,-1.976172,-2.132238,-0.669149,-0.945289,-2.872651,3.985222,-2.277136,-2.8707,-4.002123,-4.13951,3.065979,-2.723533,1.498709,-1.798619,-2.005488,-3.315981,82.88
51,4.273622,-2.301096,2.435796,-2.672202,3.768488,-2.603334,0.990911,-0.916925,4.589015,-0.148651,-0.433341,0.140337,1.453164,3.238268,1.367435,2.018585,-3.081098,-1.163216,4.148228,3.513686,-0.84673,-0.32318,-2.950009,-2.053566,4.489488,-0.768434,-4.014158,-1.641057,77.35
52,-1.77694,-1.260861,-4.378814,-2.526133,3.45896,-2.788199,1.858122,-0.521327,4.227762,-0.995958,-4.449184,0.102937,0.002409,2.847941,3.863811,-1.602608,1.676799,-3.967199,0.83189,-2.331044,-1.569997,1.173779,0.60732,0.785147,1.764738,-1.119752,-4.509503,-2.991599,437.18
53,-2.864753,-2.115544,-3.039049,4.041616,0.23774,-3.468411,-3.573275,4.034221,0.266317,4.122294,3.731597,-2.826584,-2.073991,3.295597,0.558938,-0.228004,3.113287,-2.497295,3.373999,3.804699,-2.463608,-1.611564,-2.511405,2.065442,-2.967339,-3.652515,3.881161,4.645584,372.07
54,4.025348,-1.37842,1.430853,3.160918,4.156204,0.801207,-0.625815,-4.103266,-0.803896,-4.740236,2.713063,-4.205232,0.466916,2.864868,2.34009,1.616045,0.185823,-1.602422,-3.612613,-1.557017,-0.815142,-1.444645,-4.279956,0.249877,1.85671,4.632418,1.752251,2.735085,424.21
55,-2.480714,4.234083,3.970924,-3.340864,1.238758,-2.075257,-2.037236,-0.26522,3.759705,4.619213,-4.599116,-4.716953,-2.755665,-0.251156,0.193416,2.413065,0.005419,1.729987,0.861241,1.114504,-0.984384,3.396307,2.884423,1.675571,2.698542,0.688815,-3.589259,4.255316,37.35
56,-2.799974,3.352201,-1.482312,-0.088739,-3.262381,0.73353,-4.369033,-4.672882,0.62839,3.808579,-1.456839,-0.853459,3.66009,-3.380661,-1.854658,-2.183995,-4.268757,-4.823561,2.117401,-3.315433,1.379946,-2.645634,-4.707648,2.440755,0.740277,-3.064683,0.800293,1.399498,484.54
57,1.474122,-3.490566,3.679899,3.029568,4.31829,-4.601756,3.911214,2.24294,-3.357213,3.71017,3.854205,1.350214,-1.482376,0.634229,-4.980587,2.973478,2.099625,-3.949066,4.097725,4.334282,-1.362568,-3.506849,2.775715,-3.432048,0.548234,-2.111244,0.332271,-1.029768,377.66
58,-2.481033,-0.656249,3.924075,2.301921,4.21303,4.026335,-4.751448,2.093947,-1.052445,0.902012,-4.699991,-4.27747,-4.697087,-2.602815,-1.940415,-0.893248,-1.026856,-0.900211,-3.96063,3.615162,-2.28151,4.016427,4.992409,2.206764,3.095102,-2.996598,-4.61287,-1.719988,338.4
59,-4.63398,-0.199249,-4.580243,3.673167,-4.248615,2.877146,2.762918,-0.868524,-1.445655,1.139717,1.25028,-0.939065,0.674759,-3.994799,-3.745823,1.973601,-1.415017,0.711287,3.220871,3.953859,1.07755,-0.833526,-3.102669,-0.185576,-4.497712,0.811022,-2.153565,-3.577159,465.47
60,0.065562,-4.496862,3.102594,3.913483,-0.345329,1.435671,3.112911,-1.157925,-1.974558,-3.881874,-4.870526,-3.32254,2.143196,2.406405,2.071412,-1.892448,0.456144,-3.959842,0.541798,1.625391,3.863369,-3.749027,-2.186773,-3.928883,2.571662,-0.190375,2.663615,-1.476646,117.89
61,-0.887114,-3.275604,-4.241057,-4.622706,0.845933,3.198103,2.20331,1.850063,-4.425797,4.019774,2.52554,-1.863479,-4.938471,-3.490573,2.138226,-1.36982,-0.584018,-2.99894,1.811896,4.78044,2.594017,-0.139879,4.423182,-2.944974,1.526605,-1.28848,4.681408,0.47359,409.08
62,4.684081,-0.745716,3.790592,-2.832639,-4.332738,2.01329,-4.356929,-1.589199,-4.133756,0.24397,-4.814559,-4.723498,-0.343092,-2.350326,-1.547183,-2.389873,-0.948008,2.80398,2.05703,-4.198969,-2.931778,1.472891,2.415757,2.777997,4.469213,1.842244,3.724222,-0.374999,226.17
63,-3.874221,0.997829,-3.979102,0.835886,2.815732,-1.564581,-4.362686,-3.591326,-4.766784,3.257714,0.022625,0.393376,-3.394915,2.971498,3.326594,-2.19791,3.427438,-2.73826,-3.570325,1.89111,-0.017462,-0.160593,4.074375,4.445492,-2.687473,4.351599,4.530428,4.786029,306.98
64,-2.682144,-2.018574,3.817423,-0.271589,-1.294328,-2.292959,1.635694,-3.235067,3.123763,0.965854,3.465806,2.633381,3.737692,-0.474242,-3.007721,0.78516,2.861608,4.667806,-3.227639,0.955092,2.315758,2.106137,-0.404737,-2.552561,-4.583333,1.241108,-0.184565,-4.578777,67.54
65,-3.704301,-1.079268,-1.554853,4.340334,0.313605,-1.489876,2.309416,-4.441405,-3.298269,3.541196,-4.862326,-4.949225,-0.476935,1.348892,-2.657452,0.025656,-0.439211,3.331794,2.651765,-2.41474,3.068997,-2.05345,-0.016809,1.069612,-4.794079,-1.650828,4.215438,3.20663,298.76
66,-2.032936,2.012009,-1.758402,2.459435,-0.235821,4.109417,3.557096,-3.541795,-3.521004,-1.649293,-1.699467,-2.630983,0.111812,-4.121893,-3.250953,-0.378485,-3.229197,-1.492169,4.100518,2.947819,0.946101,1.343225,-0.695468,-2.508907,2.173037,-2.80004,4.868652,-1.677212,146.84
67,2.391914,-2.368916,-1.132206,-0.72908,1.439629,-3.47353,-0.769305,1.178806,-1.040044,-2.091872,1.472814,0.083224,-2.973699,-4.610219,2.580802,-3.91768,-4.738503,2.644503,0.007105,-3.974467,-1.467768,-3.730973,-1.676538,2.510998,-0.10367,-0.815352,0.474756,-3.996378,116.54
68,-4.488556,-1.545749,1.986183,3.582726,-1.372336,-4.267123,2.573988,-4.404399,-2.189722,3.292806,-2.910692,-0.474693,-3.453241,3.882092,-2.81046,-1.800266,4.785301,-1.439116,-0.363572,-0.570938,3.17088,1.670892,1.312714,-1.279832,4.80925,1.336476,-4.133949,-2.930828,80.85
69,-0.80217,3.533074,0.183832,-4.85839,0.106421,3.882847,2.929443,0.723296,-3.275008,-1.781995,2.966683,3.371466,-4.29264,2.077515,0.923105,2.270922,-0.51133,-1.231669,-0.239289,-1.52802,-0.29096,-1.258217,-4.171381,2.310819,-4.539073,3.657597,-4.286413,2.505955,401.78
70,2.098694,-4.397254,-3.946859,-3.795678,1.154879,-0.537632,1.807562,3.994624,-1.000322,3.40657,-2.617528,-4.74109,2.460995,2.577049,1.101254,-0.771917,-4.570908,2.773015,1.409817,-1.221769,-4.154256,2.651248,0.592274,3.232976,4.928719,-0.69544,-1.508048,1.514243,80.72
71,-1.604216,-0.4328,-4.832069,-2.822357,-3.218526,1.395582,2.221561,-2.30624,-3.39332,0.487698,2.477107,-1.820018,-0.853502,2.84162,2.728282,-2.437969,-1.217709,3.581604,1.097543,0.876427,0.499365,-0.084458,3.044215,0.482163,0.300117,4.568692,4.063522,-4.820211,446.81
72,4.146629,-2.935573,-0.635527,1.994222,2.336416,-2.641712,1.46517,-2.807215,-2.755268,3.802189,4.682557,2.842737,3.499476,-1.729685,-3.329226,-3.265634,4.897845,-1.793578,0.148571,3.075018,-2.187147,3.989633,-1.325656,-2.206101,4.403694,4.676807,-1.288827,4.02841,53.6
73,-3.363306,-4.535034,-2.085727,2.172266,2.456447,4.8687,-1.938426,3.62904,-4.82199,2.727789,-0.31945,0.07542,3.474449,-1.898785,4.065753,2.948391,2.714307,-4.170428,-1.361678,3.726075,0.345323,-2.619482,-2.244333,0.93113,3.286584,-2.47845,1.050441,1.524875,400.11
74,-3.547854,4.360241,3.102368,-2.762701,4.567542,1.908388,-3.517331,-2.15173,-3.520714,-2.948862,3.236323,1.314267,-3.742731,1.102408,-1.395399,-1.388346,-4.292356,2.131359,0.237703,3.958455,0.043043,2.321899,-1.541031,-4.47549,-3.277344,-2.416513,0.024528,4.959387,260.23
75,0.021156,-2.897718,-0.36199,-2.374989,3.152208,-0.809727,-0.325811,3.16489,-4.263314,0.900203,-3.197031,-0.791649,-1.290908,-4.598351,-1.372586,-2.876653,4.474463,-2.576845,4.230159,4.399727,2.169547,1.812741,2.581917,-0.660991,2.749161,-4.432046,-4.186559,1.973611,93.72
76,-4.97145,1.286584,-0.80089,-1.933943,-3.602031,4.430298,1.763343,-4.151235,2.070708,-3.533278,4.575152,-3.518238,2.851612,3.323442,0.661163,-1.277295,2.642132,-1.717006,-2.435731,-1.058089,-1.831705,0.155005,-3.513763,-3.553246,-1.064162,-4.369955,-1.220399,-0.218493,337.36
77,3.944318,-0.251399,-0.130089,-2.385104,2.962705,4.365548,-1.476231,2.266112,2.888094,0.52077,-4.101624,-4.61396,-0.08956,4.62994,1.712343,-4.670786,4.924202,-0.660975,3.563288,3.212174,-4.511677,4.015442,-0.89975,-1.111151,0.868153,2.760991,0.100024,-1.365334,53.62
78,1.374936,-3.466885,4.380371,1.211252,-3.249397,-4.992188,0.371527,-2.90239,-2.884102,-2.390315,-3.87661,-3.214004,3.322044,-4.178558,0.133263,1.879516,-4.021539,-3.986882,-0.499478,-0.819317,3.959393,-1.649048,1.54659,-2.948746,-4.032683,1.001556,-3.897129,-4.383667,168.36
79,-3.521107,3.732853,2.504677,1.087511,-2.099373,-2.712782,-0.92549,-3.668287,-4.141105,1.322926,0.997317,-2.491657,0.896321,-2.978173,-0.734036,-1.402054,-1.94797,-4.392049,-0.954554,3.825942,-4.397675,0.698898,-2.101223,-0.90747,-3.571708,3.590145,4.15442,-1.167608,200.39
80,0.50913,2.810117,3.65118,-3.808907,-4.186297,-3.826098,0.693664,-2.837168,-2.85018,-2.596843,1.711448,3.885387,-4.087963,-2.575811,-2.622228,1.504856,-2.474831,4.169544,-1.299743,3.240697,2.32162,4.105894,-2.440946,-4.310966,-1.303854,0.594014,3.990063,4.341864,328.76
81,-3.636032,-3.087355,-3.604289,1.093025,-0.102696,4.131239,-1.9714,4.767744,-4.930808,-4.655518,-3.026087,-1.8611,1.708433,3.557613,-0.567407,4.251826,2.405247,-0.155027,-3.446117,-2.649394,4.975585,3.965136,-0.01131,4.757832,3.399819,-3.421571,-2.114912,4.343655,130.68
82,-4.555499,-2.326119,3.817044,-1.443318,2.777136,-3.369817,4.103431,1.203838,3.951814,0.795344,3.392281,0.553809,-1.706536,-0.398821,-1.689105,-1.819425,2.899132,-3.803666,-1.862558,-3.145059,-2.193089,-3.560832,-4.198814,-0.944856,-1.865217,-0.873232,-1.429828,-1.698529,53.86
83,1.871464,1.769616,1.336971,0.698488,2.315006,-4.961287,2.143205,-4.825239,-1.987328,4.913879,0.450022,3.973237,0.887979,1.773581,-0.185312,4.229721,3.490409,-0.856667,4.232049,1.9361,-3.842392,1.079336,-3.469621,-0.238807,3.693145,-0.389564,3.03335,2.489034,268.45
84,1.377564,-1.296188,-0.154775,-3.541712,1.009342,-3.598318,4.230458,-2.274894,3.212619,-1.066085,3.210096,2.681614,-1.267448,1.616544,4.663732,-0.808307,2.39485,0.940857,-1.043106,-0.762487,2.375797,2.218309,2.373946,0.996666,-1.782371,-3.331452,-4.120577,1.487626,60.88
85,-4.563781,-1.156797,-1.74576,3.738188,0.61524,0.796357,1.801411,-4.031504,-0.971975,2.064219,-0.754207,-0.226381,2.979837,0.680943,0.511327,-4.986035,1.046401,3.735358,-3.306389,2.472824,-3.305289,0.395794,2.878102,-2.430367,3.900334,-2.504397,-3.980478,-2.183839,241.05
